Order,Day-Order,Time-Order,Day-Ops,Service,Type,Origin,X,Y,Early,Latest,Demand,Service Time 
1231,,,8,2,2,1,80,99,300,420,4,5
1232,,,5,2,2,1,92,39,420,540,3,5
1233,,,8,2,2,1,68,73,180,300,1,5
1234,,,2,2,2,1,28,60,60,180,2,5
1235,,,5,2,2,1,76,73,0,300,3,5
1236,,,6,2,2,1,22,48,300,420,1,5
1237,,,8,2,2,1,2,32,0,300,3,5
1238,,,5,1,2,1,79,94,300,600,2,5
1239,,,2,2,2,1,98,52,300,420,4,5
1240,,,3,2,2,1,90,23,60,180,2,5
1241,,,7,2,2,1,48,64,0,300,2,5
1242,,,4,2,2,1,89,77,420,540,1,5
1243,,,3,1,2,1,93,88,420,540,1,5
1244,,,5,2,2,1,87,12,180,300,3,5
1245,,,6,1,2,1,34,47,300,600,2,5
1246,,,2,1,2,1,15,35,300,600,4,5
1247,,,4,2,2,1,75,88,420,540,2,5
1248,,,3,2,2,1,5,17,180,300,2,5
1249,,,7,2,2,1,62,78,0,300,1,5
1250,,,7,2,2,1,12,62,0,300,1,5
1251,,,4,2,2,1,18,66,180,300,3,5
1252,,,7,2,2,1,23,90,0,300,2,5
1253,,,4,2,2,1,73,62,300,420,2,5
1254,,,6,2,2,1,38,39,300,420,4,5
1255,,,2,2,2,1,36,0,300,600,3,5
1256,,,2,2,2,1,85,16,420,540,4,5
1257,,,4,2,2,1,95,91,0,300,3,5
1258,,,3,2,2,1,5,15,420,540,1,5
1259,,,7,1,2,1,35,39,300,600,4,5
1260,,,5,2,2,1,76,68,180,300,3,5
1261,,,5,2,2,1,28,99,420,540,2,5
1262,,,2,1,2,1,90,43,420,540,1,5
1263,,,4,2,2,1,74,18,420,540,4,5
1264,,,5,2,2,1,100,1,300,600,3,5
1265,,,5,2,2,1,82,51,180,300,2,5
1266,,,7,1,2,1,6,89,300,600,1,5
1267,,,3,2,2,1,67,98,420,540,3,5
1268,,,2,2,2,1,25,34,0,300,1,5
1269,,,6,1,2,1,8,75,420,540,1,5
1270,,,8,2,2,1,59,94,180,300,4,5
1271,,,5,2,2,1,2,15,420,540,1,5
1272,,,7,1,2,1,55,23,420,540,1,5
1273,,,6,2,2,1,2,97,420,540,3,5
1274,,,4,2,2,1,36,64,0,300,4,5
1275,,,9,2,2,1,22,48,300,600,2,5
1276,,,5,2,2,1,35,93,420,540,3,5
1277,,,3,2,2,1,37,9,180,300,4,5
1278,,,3,2,2,1,96,1,300,600,3,5
1279,,,2,2,2,1,1,94,300,420,4,5
1280,,,4,2,2,1,36,91,180,300,4,5
1281,,,7,1,2,1,22,56,300,600,2,5
1282,,,5,2,2,1,15,72,300,600,1,5
1283,,,4,1,2,1,21,9,300,600,3,5
1284,,,3,1,2,1,20,99,300,600,2,5
1285,,,8,2,2,1,22,39,60,180,2,5
1286,,,5,2,2,1,99,95,60,180,4,5
1287,,,8,2,2,1,43,90,420,540,2,5
1288,,,5,1,2,1,97,18,420,540,4,5
1289,,,3,1,2,1,40,46,300,600,1,5
1290,,,4,1,2,1,52,78,420,540,1,5
1291,,,5,2,2,1,87,73,180,300,3,5
1292,,,6,2,2,1,86,43,420,540,2,5
1293,,,6,2,2,1,44,24,300,420,1,5
1294,,,7,2,2,1,96,49,60,180,3,5
1295,,,8,2,2,1,24,93,0,300,2,5
1296,,,6,1,2,1,15,73,300,600,2,5
1297,,,9,1,2,1,99,92,300,600,1,5
1298,,,4,2,2,1,80,36,420,540,4,5
1299,,,7,1,2,1,36,42,300,600,1,5
1300,,,6,2,2,1,50,43,420,540,3,5
1301,,,6,2,2,1,77,20,60,180,3,5
1302,,,6,1,2,1,84,20,300,600,1,5
1303,,,5,2,2,1,8,91,180,300,4,5
1304,,,8,1,2,1,57,75,420,540,1,5
1305,,,3,2,2,1,33,28,300,420,3,5
1306,,,7,2,2,1,0,34,0,300,2,5
1307,,,5,2,2,1,86,86,0,300,2,5
1308,,,3,2,2,1,43,68,420,540,3,5
1309,,,3,1,2,1,41,18,300,600,2,5
1310,,,5,2,2,1,46,19,420,540,2,5
1311,,,7,2,2,1,76,52,420,540,3,5
1312,,,5,2,2,1,3,95,300,420,2,5
1313,,,6,2,2,1,83,68,420,540,1,5
1314,,,9,2,2,1,81,99,420,540,1,5
1315,,,4,2,2,1,21,29,0,300,2,5
1316,,,4,2,2,1,20,71,180,300,2,5
1317,,,8,2,2,1,25,64,0,300,4,5
1318,,,7,2,2,1,9,26,180,300,1,5
1319,,,9,1,2,1,16,65,300,600,1,5
1320,,,7,2,2,1,60,79,60,180,3,5
1321,,,8,2,2,1,1,56,180,300,4,5
1322,,,6,2,2,1,25,17,300,420,3,5
1323,,,8,2,2,1,44,36,0,300,1,5
1324,,,8,2,2,1,63,31,60,180,4,5
1325,,,3,1,2,1,18,57,420,540,2,5
1326,,,5,2,2,1,62,45,0,300,1,5
1327,,,3,2,2,1,74,60,180,300,1,5
1328,,,10,2,2,1,12,72,0,300,3,5
1329,,,8,2,2,1,19,36,60,180,1,5
1330,,,8,2,2,1,82,37,180,300,3,5
1331,,,2,2,2,1,71,41,180,300,1,5
1332,,,6,1,2,1,8,34,300,600,2,5
1333,,,8,2,2,1,56,2,300,600,4,5
1334,,,5,2,2,1,49,43,0,300,4,5
1335,,,6,2,2,1,64,69,300,420,4,5
1336,,,7,2,2,1,93,2,60,180,2,5
1337,,,4,2,2,1,12,72,0,300,4,5
1338,,,6,1,2,1,23,80,300,600,3,5
1339,,,8,2,2,1,60,66,60,180,3,5
1340,,,4,2,2,1,88,40,180,300,1,5
1341,,,7,2,2,1,49,48,0,300,1,5
1342,,,9,2,2,1,41,56,60,180,4,5
1343,,,8,2,2,1,57,82,60,180,4,5
1344,,,8,2,2,1,93,36,180,300,1,5
1345,,,6,2,2,1,94,21,60,180,2,5
1346,,,7,2,2,1,82,68,180,300,4,5
1347,,,8,2,2,1,38,55,0,300,1,5
1348,,,2,2,2,1,92,99,60,180,1,5
1349,,,3,2,2,1,61,79,180,300,3,5
1350,,,2,1,2,1,100,24,300,600,4,5
1351,,,5,2,2,1,16,35,60,180,1,5
1352,,,5,1,2,1,85,32,420,540,2,5
1353,,,6,2,2,1,34,100,60,180,2,5
1354,,,5,2,2,1,36,72,60,180,4,5
1355,,,7,2,2,1,19,67,0,300,3,5
1356,,,9,1,2,1,31,69,300,600,4,5
1357,,,4,1,2,1,6,43,300,600,2,5
1358,,,8,2,2,1,100,81,60,180,1,5
1359,,,6,2,2,1,55,22,420,540,4,5
1360,,,8,2,2,1,98,8,60,180,2,5
1361,,,8,2,2,1,70,57,60,180,3,5
1362,,,9,2,2,1,86,40,60,180,3,5
1363,,,5,2,2,1,31,39,300,600,2,5
1364,,,4,1,2,1,33,100,300,600,3,5
1365,,,3,1,2,1,70,31,420,540,4,5
1366,,,4,2,2,1,40,19,0,300,3,5
1367,,,4,2,2,1,9,71,0,300,1,5
1368,,,3,1,2,1,89,44,420,540,4,5
1369,,,4,2,2,1,30,19,300,420,3,5
1370,,,9,2,2,1,12,78,300,420,3,5
1371,,,5,2,2,1,15,49,60,180,1,5
1372,,,2,1,2,1,96,9,420,540,2,5
1373,,,9,2,2,1,61,29,60,180,4,5
1374,,,7,2,2,1,70,27,180,300,4,5
1375,,,3,2,2,1,71,65,0,300,2,5
1376,,,4,2,2,1,44,7,60,180,1,5
1377,,,3,2,2,1,40,95,180,300,4,5
1378,,,7,1,2,1,11,67,300,600,3,5
1379,,,6,2,2,1,30,29,300,600,2,5
1380,,,3,1,2,1,3,18,420,540,1,5
1381,,,5,2,2,1,27,41,0,300,3,5
1382,,,2,1,2,1,87,64,420,540,4,5
1383,,,7,2,2,1,87,9,0,300,2,5
1384,,,3,2,2,1,2,29,300,420,4,5
1385,,,4,2,2,1,42,10,180,300,1,5
1386,,,7,2,2,1,96,45,300,600,1,5
1387,,,5,2,2,1,85,48,0,300,3,5
1388,,,9,2,2,1,43,66,60,180,1,5
1389,,,5,1,2,1,91,33,300,600,1,5
1390,,,8,2,2,1,96,17,60,180,3,5
1391,,,9,2,2,1,92,78,180,300,2,5
1392,,,4,2,2,1,61,7,180,300,4,5
1393,,,7,2,2,1,64,28,180,300,4,5
1394,,,8,2,2,1,44,12,60,180,1,5
1395,,,6,1,2,1,27,98,300,600,4,5
1396,,,6,2,2,1,77,53,420,540,1,5
1397,,,4,2,2,1,1,49,180,300,3,5
1398,,,4,2,2,1,8,95,0,300,2,5
1399,,,8,2,2,1,71,34,0,300,2,5
1400,,,8,2,2,1,80,36,180,300,2,5
1401,,,9,2,2,1,12,4,60,180,4,5
1402,,,9,2,2,1,52,96,180,300,3,5
1403,,,4,2,2,1,56,17,300,600,1,5
1404,,,7,2,2,1,30,74,300,420,1,5
1405,,,6,2,2,1,54,14,180,300,3,5
1406,,,5,2,2,1,41,53,420,540,1,5
1407,,,2,2,2,1,56,30,420,540,2,5
1408,,,9,2,2,1,22,57,300,600,1,5
1409,,,4,2,2,1,13,57,420,540,4,5
1410,,,5,2,2,1,45,10,300,600,3,5
1411,,,6,2,2,1,60,16,300,420,4,5
1412,,,8,2,2,1,100,8,420,540,3,5
1413,,,7,2,2,1,65,36,0,300,3,5
1414,,,7,1,2,1,6,51,300,600,3,5
1415,,,2,2,2,1,46,19,0,300,2,5
1416,,,5,2,2,1,4,11,420,540,4,5
1417,,,9,2,2,1,51,29,420,540,2,5
1418,,,3,1,2,1,57,19,300,600,2,5
1419,,,7,2,2,1,55,63,0,300,1,5
1420,,,8,2,2,1,84,50,300,600,3,5
1421,,,7,2,2,1,86,80,60,180,3,5
1422,,,5,2,2,1,37,87,0,300,2,5
1423,,,4,2,2,1,60,28,420,540,4,5
1424,,,7,1,2,1,73,35,300,600,1,5
1425,,,6,2,2,1,65,89,60,180,1,5
1426,,,3,2,2,1,57,8,420,540,3,5
1427,,,6,1,2,1,52,67,420,540,1,5
1428,,,7,2,2,1,0,1,60,180,2,5
1429,,,9,2,2,1,90,71,300,420,3,5
1430,,,4,2,2,1,91,86,0,300,2,5
1431,,,5,1,2,1,46,37,300,600,2,5
1432,,,3,1,2,1,31,68,420,540,3,5
1433,,,6,1,2,1,91,83,420,540,2,5
1434,,,2,2,2,1,35,34,60,180,3,5
1435,,,2,2,2,1,98,49,300,600,3,5
1436,,,5,1,2,1,97,45,420,540,2,5
1437,,,6,2,2,1,15,29,0,300,3,5
1438,,,5,1,2,1,77,50,420,540,1,5
1439,,,3,1,2,1,88,65,420,540,3,5
1440,,,2,2,2,1,72,99,180,300,2,5
1441,,,6,2,2,1,37,85,180,300,1,5
1442,,,8,2,2,1,1,31,0,300,1,5
1443,,,10,2,2,1,93,60,60,180,3,5
1444,,,4,1,2,1,88,93,420,540,2,5
1445,,,9,2,2,1,47,10,60,180,3,5
1446,,,7,2,2,1,43,52,420,540,3,5
1447,,,4,1,2,1,66,87,420,540,4,5
1448,,,5,2,2,1,19,79,180,300,3,5
1449,,,8,2,2,1,78,86,420,540,2,5
1450,,,9,2,2,1,32,13,300,600,1,5
1451,,,5,2,2,1,88,81,420,540,1,5
1452,,,5,2,2,1,6,72,300,600,4,5
1453,,,5,1,2,1,38,67,420,540,2,5
1454,,,4,2,2,1,76,7,300,600,2,5
1455,,,4,1,2,1,12,82,420,540,4,5
1456,,,5,2,2,1,21,32,60,180,2,5
1457,,,3,2,2,1,46,30,300,420,2,5
1458,,,3,2,2,1,76,14,180,300,2,5
1459,,,7,2,2,1,54,38,60,180,3,5
1460,,,6,2,2,1,24,59,60,180,3,5
1461,,,5,1,2,1,15,52,420,540,1,5
1462,,,8,1,2,1,23,48,420,540,3,5
1463,,,4,2,2,1,77,57,300,600,4,5
1464,,,4,2,2,1,99,45,0,300,2,5
1465,,,2,2,2,1,88,5,60,180,2,5
1466,,,5,2,2,1,29,59,300,420,3,5
1467,,,4,2,2,1,51,83,300,420,1,5
1468,,,4,2,2,1,13,64,420,540,4,5
1469,,,7,2,2,1,96,46,0,300,3,5
1470,,,4,2,2,1,70,30,60,180,4,5
1471,,,3,2,2,1,34,39,180,300,1,5
1472,,,5,2,2,1,93,28,180,300,3,5
1473,,,9,2,2,1,69,8,420,540,1,5
1474,,,6,2,2,1,77,41,60,180,3,5
1475,,,4,2,2,1,37,100,60,180,1,5
1476,,,4,2,2,1,69,53,300,420,1,5
1477,,,5,2,2,1,41,14,420,540,4,5
1478,,,6,1,2,1,1,89,300,600,4,5
1479,,,3,2,2,1,23,91,0,300,4,5
1480,,,4,2,2,1,9,49,180,300,4,5
1481,,,9,2,2,1,36,33,60,180,3,5
1482,,,4,2,2,1,93,66,180,300,4,5
1483,,,5,2,2,1,44,91,180,300,3,5
1484,,,8,2,2,1,32,22,300,420,3,5
1485,,,8,2,2,1,91,47,300,600,3,5
1486,,,6,2,2,1,57,19,180,300,3,5
1487,,,8,2,2,1,62,57,0,300,4,5
1488,,,3,1,2,1,52,2,300,600,2,5
1489,,,7,2,2,1,94,61,60,180,1,5
1490,,,3,2,2,1,18,51,180,300,4,5
1491,,,6,2,2,1,78,87,0,300,1,5
1492,,,7,2,2,1,71,94,0,300,4,5
1493,,,5,2,2,1,37,16,60,180,4,5
1494,,,5,1,2,1,70,11,420,540,1,5
1495,,,2,2,2,1,14,70,300,600,1,5
1496,,,4,2,2,1,58,65,0,300,1,5
1497,,,6,2,2,1,64,35,420,540,2,5
1498,,,7,2,2,1,38,37,180,300,3,5
1499,,,3,2,2,1,69,81,60,180,3,5
1500,,,4,2,2,1,90,12,60,180,2,5
1501,,,7,2,2,1,12,92,420,540,4,5
1502,,,8,2,2,1,73,84,60,180,3,5
1503,,,7,2,2,1,59,14,300,420,4,5
1504,,,6,2,2,1,84,35,420,540,2,5
1505,,,5,2,2,1,99,68,60,180,4,5
1506,,,7,2,2,1,65,22,300,600,1,5
1507,,,7,2,2,1,83,52,300,420,3,5
1508,,,7,2,2,1,35,8,300,600,1,5
1509,,,3,2,2,1,51,8,300,600,2,5
1510,,,7,2,2,1,33,52,180,300,3,5
1511,,0,1,2,2,2,21,71,420,540,3,5
1512,,0,1,2,2,2,62,28,420,540,4,5
1513,,0,1,2,2,2,22,72,300,600,2,5
1514,,0,1,2,2,2,13,53,300,600,2,5
1515,,0,1,2,2,2,82,99,0,300,1,5
1516,,0,1,2,2,1,1,84,300,600,4,5
1517,,0,1,2,2,1,29,82,420,540,3,5
1518,,0,1,2,2,1,45,49,420,540,2,5
1519,,0,1,2,2,1,76,69,300,420,1,5
1520,,0,1,2,2,1,8,30,300,420,2,5
